ID,Last Contact,City State,Location,Sex,Missing Age From,Missing Age To,Current Age From,Current Age To,Ethnicity,Height,Weight,Hair Color,Left Eye Color,Right Eye Color,Clothing,Physical Features
MP70925,2016-07-30,"Honolulu, Hawaii","(21.2962334, -157.7019881)",Male,21,21,29,29,White / Caucasian,66.0,123.0,Brown,Green,Green,Blue boxer shorts,"Scar/mark: Scars on his lip, cheek and left leg"
MP67585,2000-03-05,"Aiea, Hawaii","(21.386338, -157.9255357)",Male,27,27,52,52,White / Caucasian,74.0,170.0,Brown,Green,Green,"Red Polo shirt (Office Depot)
Black pants",
MP68388,2013-10-02,"Honolulu, Hawaii","(21.2700357, -157.8182298)",Male,60,60,71,71,White / Caucasian,69.0,180.0,Gray or Partially Gray,Brown,Brown,,
MP74656,1993-05-17,"Honolulu, Hawaii","(21.2700357, -157.8182298)",Female,69,69,101,101,White / Caucasian,64.0,136.0,Brown,Blue,Blue,,
MP72402,2002-01-24,"Honolulu, Hawaii","(21.3433967, -157.8390944)",Female,58,58,81,81,Asian,60.0,170.0,Black,Brown,Brown,,
MP68790,2015-10-27,"Haleiwa, Hawaii","(21.5927614, -158.1034112)",Male,59,59,68,68,White / Caucasian,69.0,160.0,White,Blue,Blue,"White t-shirt
Plaid surf type shorts",
MP71045,2010-02-02,"Makawao, Hawaii","(20.8569444, -156.3130556)",Male,29,29,44,44,,68.0,145.0,Black,Brown,Brown,"black t-shirt,blue jeans, long sleeved blue button down",
MP71409,2011-08-29,"Honolulu, Hawaii","(21.2868901, -157.7973653)",Male,28,28,42,42,White / Caucasian,72.0,170.0,Brown,Brown,Brown,Black diving suit,
MP71773,2004-06-25,"Haleiwa, Hawaii","(21.5927614, -158.1034112)",Male,57,57,77,77,Asian,62.0,215.0,White,Brown,Brown,"Brown shirt
Blue shorts",
MP82368,2020-11-05,"Hana, Hawaii","(20.757508, -155.988407)",Female,83,83,87,87,Hawaiian / Pacific Islander,66.0,110.0,Gray or Partially Gray,Brown,Brown,,
MP79249,2021-02-08,"Punaluu, Hawaii","(21.5907601, -157.8912373)",Male,51,51,55,55,,68.0,160.0,Black,Brown,Brown,Diving gear,
MP87542,2021-12-14,"Makena, Hawaii","(20.6544444, -156.4425)",Male,62,62,65,65,White / Caucasian,74.0,195.0,Gray or Partially Gray,Blue,Blue,"Full face snorkel mask
Black colored surf shorts
Black and green colored dive fins",
MP82361,2020-07-31,"Paia, Hawaii","(20.9033333, -156.3694444)",Male,52,52,57,57,White / Caucasian,72.0,185.0,Bald,Hazel,Hazel,,
MP85832,2020-10-02,"Wailuku, Hawaii","(20.8911111, -156.5047222)",Male,44,44,48,48,White / Caucasian,72.0,190.0,Brown,Blue,Blue,,
MP83558,1990-03-04,"Honolulu, Hawaii","(21.3644294, -157.8689014)",Male,26,26,61,61,,67.0,140.0,Black,Brown,Brown,"Blue long sleeve shirt
Blue shorts
Nike high top basketball shoes",Scar/mark: Scars from wrist to elbow on both arms (Prior suicidal attempt)
MP85586,2021-10-11,"Waimanalo, Hawaii","(21.35, -157.7208333)",Male,24,24,27,27,,68.0,145.0,Black,Brown,Brown,"Black rash guard
Blue and black stripped shorts",
MP85874,2016-10-16,"Honolulu, Hawaii","(21.34853, -157.9583246)",Male,47,47,55,55,Hawaiian / Pacific Islander,68.0,185.0,Bald,Brown,Brown,,
MP89158,2022-02-03,"Lahaina, Hawaii","(20.8783333, -156.6825)",Male,37,37,40,40,White / Caucasian,68.0,165.0,Blond/Strawberry,Blue,Blue,,
MP95481,2000-08-24,"Honolulu, Hawaii","(21.2962334, -157.7019881)",Male,68,68,92,92,White / Caucasian,68.0,170.0,Brown,Brown,Brown,"T-shirt
Surf type shorts
Slippers",
MP94,2001-09-14,"Idaho Falls, Idaho","(43.49266069999999, -112.0407584)",Female,20,20,43,43,White / Caucasian,65.0,140.0,Brown,Brown,Brown,"White T-shirt, gray and white boxer shorts, gray knee-length terry cloth robe.
Small diamond stud earring in top of left ear.","Piercing: Top left ear.
Scar/mark: White spots (vitaligo) on upper left arm and left leg from ankle to thigh."
MP2098,2001-06-27,"Fisher Creek, Idaho","(43.6043791, -114.1205341)",Male,65,65,88,88,White / Caucasian,69.0,180.0,Brown,Blue,Blue,,
MP2140,1987-08-23,"Sandpoint, Idaho","(48.276577, -116.553465)",Male,27,27,64,64,,69.0,160.0,Brown,Brown,Brown,Contact lenses,
MP2063,1968-08-17,"Hagerman, Idaho","(42.81212439999999, -114.898669)",Male,66,66,122,122,White / Caucasian,70.0,175.0,Gray or Partially Gray,Blue,Blue,,
MP2070,1982-08-31,"Grangeville, Idaho","(45.926552, -116.1223654)",Male,2,2,45,45,White / Caucasian,30.0,32.0,Brown,Brown,Brown,"Red and blue coveralls, cowboy boots",Scar/mark: Scar under left eye.
MP1779,2008-06-20,"Moscow, Idaho","(46.9450772, -116.9215945)",Male,56,56,72,72,White / Caucasian,69.0,190.0,Brown,Brown,Brown,,
MP2073,1986-03-29,"Coeur d'Alene, Idaho","(47.6734632, -116.7812225)",Female,31,31,70,70,White / Caucasian,64.0,130.0,Blond/Strawberry,Green,Green,,
MP9780,2009-08-22,"Nampa, Idaho","(43.5788175, -116.55978)",Male,16,16,31,31,White / Caucasian,69.0,160.0,Blond/Strawberry,Hazel,Hazel,"White shirt, blue Jeans, and brown striped jacket with fur on hood",Scar/mark: Scars on arms
MP9773,2009-04-02,"Boise, Idaho","(43.6624385, -116.1630431)",Male,44,44,59,59,White / Caucasian,68.0,155.0,Brown,Brown,Brown,,
MP9768,1988-03-07,"Coeur d'Alene Indian Reservation, Idaho","(47.2437836, -116.6499425)",Female,25,25,62,62,American Indian / Alaska Native,65.0,130.0,Brown,Brown,Brown,"She was last seen wearing brown slacks, heels, and a gray jacket.",
MP23248,2008-11-27,"Couer D'Alene, Idaho","(47.6734632, -116.7812225)",Male,41,41,57,57,White / Caucasian,72.0,190.0,,Brown,Brown,,"Tattoo: Tattoos on left arm, left hand, right arm and right hand (not described)"
MP27147,1998-05-17,"Table Rock Campground, Idaho","(43.6306246, -111.5899127)",Male,18,18,45,45,White / Caucasian,72.0,155.0,Brown,Brown,Brown,Eyeglasses,
MP29726,2015-07-10,"Leadore, Idaho","(44.6802005, -113.358091)",Male,2,2,11,11,White / Caucasian,36.0,28.0,Blond/Strawberry,Brown,Brown,"Camouflage Jacket, blue pajama pants
Cowboy boots",
MP38548,1980-05-24,"Palisades Res., Idaho","(43.3326965, -111.2024428)",Male,6,6,51,51,White / Caucasian,45.0,50.0,Brown,Brown,Brown,,
MP38854,2015-12-16,"Naples, Idaho","(48.5709773, -116.3923671)",Male,36,36,45,45,White / Caucasian,68.0,140.0,Brown,Hazel,Hazel,"Typically dressed in baggy jeans, hoddie and a hat","Deformity: Missing right finger
Scar/mark: Scar left eye
Tattoo: Tattoos on upper right and left arms"
MP38855,2015-07-25,"Stanley, Idaho","(44.21553919999999, -114.9351998)",Male,23,23,33,33,,67.0,180.0,Black,Brown,Brown,,
MP68370,2019-10-01,"Pocatello, Idaho","(42.8945981, -112.3540741)",Female,58,58,63,63,Black / African American,62.0,145.0,Gray or Partially Gray,Brown,Brown,,
MP65864,2019-03-05,"Priest River, Idaho","(48.1807415, -116.909365)",Female,53,53,59,59,White / Caucasian,64.0,150.0,Brown,Green,Green,,
MP68990,2017-07-02,"Bayview, Idaho","(47.9801793, -116.5601971)",Male,67,67,74,74,White / Caucasian,68.0,230.0,White,Blue,Blue,Glasses,
MP93285,2022-06-06,"Boise, Idaho","(43.5516566, -116.29879)",Male,46,46,48,48,White / Caucasian,69.0,200.0,Bald,Hazel,Hazel,,"Scar/mark: Scar on left forearm and right butt cheek, both about 5 inches
Tattoo: Dragon or snake tattoo on left arm above elbow
Tattoo: ""Until the end of time"" tattoo below collarbone
Tattoo: ""F"" tattoo on abdominal area"
MP82767,2021-07-27,"Fruitland, Idaho","(44.0076639, -116.9165461)",Male,5,5,8,8,White / Caucasian,43.0,50.0,Blond/Strawberry,Blue,Blue,"Light blue Minecraft themed t-shirt, black boxer briefs with lime green stitching
Size 11 flip flop sandals",
MP79482,1986-04-01,"South Fork Snake River, Idaho","(43.4233213, -112.0143728)",Male,37,37,76,76,White / Caucasian,69.0,175.0,Brown,Brown,Brown,"Black snowmobile outfit
Boots",
MP78395,2020-10-19,"Ketchum, Idaho","(43.6807402, -114.3636619)",Female,63,63,67,67,White / Caucasian,65.0,115.0,Brown,Brown,Brown,"Light grey jacket, black pants",
MP86358,1992-07-16,"Priest Lake, Idaho","(48.5879853, -116.8668585)",Male,74,74,106,106,White / Caucasian,69.0,165.0,White,Brown,Brown,Truck keys in possession,
MP85508,1961-10-21,"Monument Peak, Idaho","(42.1288027, -114.2180785)",Male,19,19,82,82,White / Caucasian,66.0,120.0,Brown,Hazel,Hazel,"Red front-zip sweatshirt and blue jeans
Boots",
MP116872,2023-05-30,"Idaho Falls, Idaho","(43.49266069999999, -112.0407584)",Male,17,17,18,18,Hispanic / Latino,54.0,120.0,Black,Brown,Brown,Carried suitcase,
MP23244,1982-09-01,"Blackfoot, Idaho","(43.19047090000001, -112.3449773)",Male,33,33,75,75,American Indian / Alaska Native,71.0,175.0,Black,Brown,Brown,Last seen wearing jeans and a pullover shirt.,"Scar/mark: Scars on left and right leg
Tattoo: Tattoo on back of left hand; tattoo of eagle on left shoulder"
MP2119,2005-08-14,"Post Falls, Idaho","(47.7179578, -116.9515856)",Female,45,45,64,64,White / Caucasian,62.0,110.0,Blond/Strawberry,Brown,Brown,"Blue jeans
Tennis shoes
Cigarette lighter, holder, or case, Earrings, Necklace, Ring, Watch, Wrist bracelet having pendants
CL Black Mickey Mouse watch, 3 Gold chains, 1 friend and 1 I love Mommy NE rings.","Piercing: Pierced ear, nonspecific
Pierced nose
Scar/mark: Skin discoloration on back
Mole on neck
Scar on right arm
Mole on right buttocks
Mole on breast, nonspecific
Scar on abdomen
Scar on right foot
Scar on left foot"
MP2064,1976-09-02,"Lewiston, Idaho","(46.4004089, -117.0011889)",Female,24,24,72,72,White / Caucasian,63.0,140.0,Blond/Strawberry,Hazel,Hazel,Believed to have been wearing red slacks and a white shell blouse,Scar/mark: Scar on back
MP2130,2007-02-11,"Boise, Idaho","(43.6150186, -116.2023137)",Male,33,33,51,51,White / Caucasian,74.0,197.0,Brown,Hazel,Hazel,Dark turtleneck and Levis,"Scar/mark: Scar on left knee
Scar on chest"
MP2074,1982-09-25,"Grangeville, Idaho","(45.926552, -116.1223654)",Male,22,22,64,64,White / Caucasian,74.0,148.0,Blond/Strawberry,Blue,Blue,"7 mm rifle and approx. 11 - 13 rounds of ammo. Hunting knife
Brown trousers - cotton socks - sweat shirt - green and black plaid shirt
work boots with smooth sole",
MP2066,1977-11-21,"Emmett, Idaho","(43.8734978, -116.4993012)",Female,27,27,74,74,White / Caucasian,67.0,110.0,Brown,Blue,Blue,Blue jacket with sheepskin lining,
MP10016,1994-10-14,"Boise, Idaho","(43.6150186, -116.2023137)",Female,17,17,47,47,White / Caucasian,64.0,140.0,Blond/Strawberry,Green,Green,,"Scar/mark: 1"" scar on buttocks."
MP14083,1994-07-15,"Banks, Idaho","(44.0804473, -116.1240151)",Female,31,31,61,61,White / Caucasian,68.0,135.0,Brown,Blue,Blue,,
MP2065,1977-03-25,"Nampa, Idaho","(43.5788175, -116.55978)",Female,22,22,70,70,White / Caucasian,65.0,118.0,Brown,Brown,Brown,,Deformity: Gums are grey
MP2091,1999-06-02,"Idaho Falls, Idaho","(43.49266069999999, -112.0407584)",Male,48,48,73,73,White / Caucasian,69.0,160.0,Brown,Blue,Blue,"Wears a black leather jacket and 501 Levis
Watch with rotating spider web: tiny black spider; Belt buckle: brass rattlesnake; Key chain with several bicycle chains","Scar/mark: 3"" Scar on forehead
Scar on abdomen
Scar on head"
MP2092,1993-06-19,"Sandpoint, Idaho","(48.276577, -116.553465)",Male,43,43,75,75,White / Caucasian,67.0,150.0,Black,Brown,Brown,,
MP2103,2001-08-17,"Pine Flats, Idaho","(44.0641667, -115.6819444)",Male,17,17,40,40,White / Caucasian,70.0,185.0,Blond/Strawberry,Blue,Blue,,
MP2152,1980-05-04,"Sandpoint, Idaho","(48.276577, -116.553465)",Female,31,31,76,76,White / Caucasian,66.0,130.0,Brown,Hazel,Hazel,,
MP57,2004-12-04,"Boise, Idaho","(43.63208969999999, -116.2863998)",Male,35,35,55,55,White / Caucasian,70.0,180.0,Brown,Brown,Brown,"Gray silk shirt, jeans and tan leather jacket
Movado watch, small hoop earrings, money clip","Piercing: Both ears pierced - single
Scar/mark: Mole by right eye, mole above mustache on right side of face, mole on right temple"
MP17020,2012-07-28,"Kellogg, Idaho","(47.5382565, -116.1193327)",Male,32,32,44,44,White / Caucasian,67.0,150.0,Brown,Blue,Blue,LSW jeans and a t-shirt,"Scar/mark: Scar on upper lip
Tattoo: ""Beaver"" tattooed on left arm"
MP23257,2010-09-21,"Priest Lake, Idaho","(48.5879853, -116.8668585)",Male,56,56,70,70,White / Caucasian,66.0,150.0,Brown,Blue,Blue,Subject wore eyeglasses,
MP27882,2014-08-24,"Boise, Idaho","(43.6150186, -116.2023137)",Male,36,36,46,46,White / Caucasian,68.0,130.0,Brown,Blue,Blue,"Lase seen carrying a skateboard and duffle bag
Last seen wearing a t-shirt, tan cargo pants and a short full brimmed hat (similar or same as one in images)
Boots or shoes","Scar/mark: 3"" scar on back of lower right arm, scar on front of neck
Tattoo: Small tattoo on ankle showing zodiac capricorn sign"
MP28218,1983-07-08,"Moscow, Idaho","(46.73238749999999, -117.0001651)",Male,28,28,70,70,White / Caucasian,68.0,160.0,Brown,Blue,Blue,"Jacket, black & white
Shirt, white
Pants, green
Ball cap, blue and white ""MACK""",
MP35809,2016-01-13,"Grangeville, Idaho","(45.926552, -116.1223654)",Male,57,57,66,66,White / Caucasian,66.0,140.0,Brown,Brown,Brown,"Typically wears Levi jeans and flannel shirts
Typically wears pull on style motorcycle boots","Scar/mark: Scar on right calf, left calf and left ankle
Tattoo: Tattoo on right shoulder"
MP50428,2018-05-22,"Grangeville, Idaho","(45.926552, -116.1223654)",Male,24,24,31,31,White / Caucasian,70.0,250.0,Brown,Green,Green,,"Scar/mark: Scar on left hand in appearance of ""x's"" from a cut that was stitched up
Tattoo: Tattoo on right arm:  American Flag with ""Made in USA"" lettering"
MP42326,1979-04-22,"Irwin, Idaho","(43.4085283, -111.2993914)",Male,59,59,104,104,White / Caucasian,68.0,165.0,Gray or Partially Gray,Hazel,Hazel,"Tan western hat
Light colored western shirt
Light colored pants with black squares/checkers",
MP59994,1980-09-07,"Coeur d'Alene, Idaho","(47.6734632, -116.7812225)",Male,16,16,60,60,White / Caucasian,67.0,150.0,Brown,Brown,Brown,,Scar/mark: Chris has a light brown mole on the left side of his upper lip and 1/2 inch scar on his right eyebrow
MP79302,1976-11-15,"Filer, Idaho","(42.570186, -114.6078214)",Male,28,28,76,76,Hispanic / Latino,66.0,110.0,Black,Brown,Brown,,Other distinctive physical characteristic: Large scar on right hand
MP68938,2012-09-29,"Fernwood, Idaho","(47.11224560000001, -116.3931132)",Female,41,41,53,53,White / Caucasian,61.0,150.0,Brown,Brown,Brown,"Gray sweatpants and gray t-shirt
White tennis shoes","Scar/mark: Scars on forehead
Tattoo: Butterfly Tattoo on lower back"
MP2713,1995-07-10,"Chicago, Illinois","(41.8781136, -87.6297982)",Male,16,16,46,46,Black / African American,68.0,135.0,Black,Brown,Brown,,Scar/mark: Brian has a small scar on his eyebrow and a birthmark on the right side of his neck.
MP2300,1996-08-21,"Moline, Illinois","(41.5067003, -90.51513419999999)",Female,11,11,40,40,White / Caucasian,56.0,75.0,Brown,Blue,Blue,"Black bicycle stretch shorts; White socks
Blue deck shoes","Piercing: Pierced ears
Scar/mark: Scar on her neck; Scar on her chest"
MP2878,1993-05-20,"Peoria, Illinois","(40.6936488, -89.5889864)",Female,23,23,54,54,White / Caucasian,60.0,130.0,Red/Auburn,Green,Green,"She wears eyeglasses
gym shoes","Finger and toe nails: nan
Piercing: Both ears pierced.
Scar/mark: She has small scars on face. Morrison has a scar on her upper right leg. She has a strawberry birthmark at the base of her neck and a linear scar on her abdomen
Other distinctive physical characteristic: wide set eyes, lazy left eye"
MP8221,2009-11-19,"Chicago, Illinois","(41.8781136, -87.6297982)",Male,38,38,53,53,White / Caucasian,66.0,160.0,Brown,Brown,Brown,,"Piercing: Pierced ears and nipples
Scar/mark: 1/2"" scar on the bridge of the nose
Tattoo: Scorpion on right shoulder
Unknown tattoo on the back"
MP4603,1996-07-05,"Chicago, Illinois","(41.8781136, -87.6297982)",Female,43,43,72,72,Black / African American,68.0,135.0,Brown,Brown,Brown,,Scar/mark: Large vaccination mark on upper arm
MP4602,1996-07-05,"Chicago, Illinois","(41.8781136, -87.6297982)",Male,40,40,68,68,Black / African American,72.0,250.0,Black,Brown,Brown,,
MP4375,1991-10-12,"Centralia, Illinois","(38.5285169, -89.1316944)",Male,15,15,48,48,White / Caucasian,62.0,120.0,Brown,Brown,Brown,,Scar/mark: Joshua has a scar on his left cheek from a dog bite.
MP4027,2007-04-30,"Plainfield, Illinois","(41.6572237, -88.21690269999999)",Female,37,37,55,55,White / Caucasian,60.0,120.0,Brown,Brown,Brown,Bebe Purse,"Piercing: both ears
Scar/mark: linear scar on lower abdomen
Tattoo: ankle - rose
belly - pink heart
mid back - butterfly with children's names"
MP5349,2007-10-28,"East Saint Louis, Illinois","(38.624514, -90.1506465)",Female,49,49,67,67,Black / African American,67.0,180.0,Black,Brown,Brown,Janet wears glasses.,Scar/mark: Janet has a scar near her left eye and one on her throat.
MP5310,2007-10-20,"Buffalo Grove, Illinois","(42.1688759, -87.962884)",Male,18,18,35,35,White / Caucasian,72.0,161.0,Brown,Brown,Brown,,"Scar/mark: Lee has a small bump on his upper lip.
Other distinctive physical characteristic: Lee has slight webbing on two of his toes."
MP5409,2003-07-09,"Aurora, Illinois","(41.75798959999999, -88.29476749999999)",Female,41,41,62,62,White / Caucasian,67.0,135.0,Red/Auburn,Brown,Brown,"Last seen wearing blue jeans, and an oversized white in color T-Shirt with unknown writing on the shirt.
Prescription glasses, as described by family: Paris (frame make), brown in color glasses, eyesize 50, bridge size 18, and temple length 140. The lens style is also described as single vision within the eye consultation sheet given to Kane County Sheriff's Department from the V.A. Medical Hospital.
Was last seen wearing white in color sneakers (unknown make/model)
No jewelry.",
MP5822,2008-04-23,"Palatine, Illinois","(42.1112958, -88.0607565)",Male,1,1,17,17,Hispanic / Latino,29.0,25.0,Black,Brown,Brown,,
MP7312,1995-03-19,"Chicago, Illinois","(41.8781136, -87.6297982)",Female,36,36,66,66,Black / African American,66.0,130.0,Black,Gray,Gray,Glasses,Other distinctive physical characteristic: Varicose veins in both legs
MP4605,1996-07-05,"Chicago, Illinois","(41.8781136, -87.6297982)",Male,11,11,39,39,Black / African American,60.0,90.0,Black,Brown,Brown,,
MP4604,1996-07-05,"Chicago, Illinois","(41.8781136, -87.6297982)",Male,8,8,36,36,Black / African American,55.0,80.0,Black,Brown,Brown,,
MP5933,2002-12-20,"McHenry, Illinois","(42.3223041, -88.3044908)",Male,17,17,39,39,White / Caucasian,69.0,135.0,Brown,Brown,Brown,"Black Adidas jacket, orange sweatshirt, blue jeans",Scar/mark: Scar on chest
MP5437,2002-03-03,"Ottawa, Illinois","(41.3455892, -88.8425769)",Female,39,39,62,62,White / Caucasian,62.0,145.0,Brown,Brown,Brown,"Carries ID info from California
Yellow sweat pants with blue pants over them; White t-shirt; White sweatshirt; Green and white jacket
Brown hiking boots",Scar/mark: Scar on lip
MP6002,1985-10-10,"Decatur, Illinois","(39.9049392, -88.9892448)",Male,4,4,43,43,White / Caucasian,40.0,40.0,Brown,Brown,Brown,"Black ball cap
Light blue windbreaker
White tennis shoes",
MP1697,2005-10-10,"Chicago, Illinois","(41.9711068, -87.70248169999999)",Female,25,25,45,45,White / Caucasian,69.0,115.0,Brown,Blue,Blue,,"Tattoo: Tattoo of a scorpion on her abdomen; Tattoo of ""NIKKO"" on her neck; Tattoo of a cross on back of her left hand"
MP2397,1996-01-31,"Bolingbrook, Illinois","(41.6948876, -88.08030509999999)",Female,13,13,42,42,Asian,60.0,70.0,Black,Hazel,Hazel,"blue blanket was missing from bedroom
Yellow sweatpants, pink
top
none
red house slippers
none",Piercing: had both ears pierced
MP7283,2001-12-02,"Cahokia, Illinois","(38.5708849, -90.1901113)",Male,48,48,71,71,White / Caucasian,73.0,200.0,Black,Hazel,Hazel,"Black jacket with stripes on the sleeves, possible blue jeans
White tennis shoes",Scar/mark: Scar right leg
MP6257,1972-01-30,"Oglesby, Illinois","(41.2953126, -89.0595266)",Male,16,16,69,69,White / Caucasian,72.0,150.0,Blond/Strawberry,Blue,Blue,,
MP6175,2006-07-29,"Vandalia, Illinois","(38.9606009, -89.0936778)",Male,15,15,34,34,Hispanic / Latino,62.0,118.0,Black,Brown,Brown,,
MP7128,1981-09-06,"Champaign, Illinois","(40.1017582, -88.2753144)",Female,35,35,78,78,Black / African American,66.0,130.0,Black,Brown,Brown,,
MP7799,2008-05-12,"Chicago, Illinois","(41.8781136, -87.6297982)",Male,21,21,38,38,Black / African American,68.0,140.0,Black,Brown,Brown,"Usually wearing white T-shirt, dark jeans and black gym shoes.","Piercing: Pierced right ear.
Tattoo: Tattoo of the word ""Vietnam"" on right hand, tattoo of numbers ""29"" on left hand."
MP20728,1970-05-15,"Chicago, Illinois","(41.8781136, -87.6297982)",Female,62,62,116,117,White / Caucasian,60.0,100.0,Gray or Partially Gray,Brown,Brown,"cocktail party dress
Mrs. Andrews was wearing jewelry at the time of her disappearance.",
MP21048,2013-06-09,"Joliet, Illinois","(41.4997384, -88.0460894)",Female,52,52,63,63,White / Caucasian,67.0,150.0,Blond/Strawberry,Hazel,Hazel,,"Artificial body part/aid: dentures/false upper teeth
Piercing: ears
Scar/mark: small scar upper left lip

large scar lower back"
